order_id,order_date,customer_id,customer_name,segment,region,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,shipping_cost,ship_mode
ORD-22202,2024-12-20,CUST-00236,William Williams,Corporate,East,Boston,Office Supplies,Scissors,Scissors - Model Z262,6,12.26,0.0,73.56,13.92,44.16,Standard Class
ORD-22203,2022-12-25,CUST-01818,Susan Jones,Home Office,North,Minneapolis,Technology,Keyboards,Keyboards - Model C362,5,191.48,0.1,861.66,144.37,57.61,Same Day
ORD-22204,2023-06-25,CUST-00801,Betty Jones,Home Office,East,Baltimore,Furniture,Office Chairs,Office Chairs - Model L824,8,678.46,0.4,3256.61,-418.92,43.09,Same Day
ORD-22205,2022-02-05,CUST-00464,Joseph Moore,Consumer,Central,Kansas City,Technology,Headphones,Headphones - Model V609,4,385.27,0.0,1541.08,317.77,50.61,Standard Class
ORD-22206,2023-10-03,CUST-01336,Sandra White,Corporate,West,Portland,Office Supplies,Notebooks,Notebooks - Model S726,8,12.89,0.0,103.12,49.9,46.3,Same Day
ORD-22207,2023-06-28,CUST-01581,Patricia Smith,Consumer,East,Baltimore,Technology,Laptops,Laptops - Model I512,8,1464.15,0.0,11713.2,988.27,36.85,Same Day
ORD-22208,2022-06-13,CUST-01406,Ashley Lee,Corporate,South,Houston,Office Supplies,Binders,Binders - Model A604,3,35.15,0.0,105.45,23.87,29.29,Standard Class
ORD-22209,2022-05-24,CUST-01396,John Gonzalez,Corporate,Central,St. Louis,Furniture,Office Chairs,Office Chairs - Model U149,10,646.95,0.4,3881.7,207.0,6.74,Same Day
ORD-22210,2024-02-07,CUST-00512,Mark Wilson,Corporate,East,Philadelphia,Technology,Monitors,Monitors - Model P400,1,343.86,0.2,275.09,24.22,33.47,First Class
ORD-22211,2024-09-29,CUST-01426,Nancy Moore,Consumer,Central,Oklahoma City,Office Supplies,Tape & Glue,Tape & Glue - Model X105,10,15.15,0.1,136.35,25.25,22.1,Same Day
ORD-22212,2023-05-06,CUST-00292,Patricia Thompson,Corporate,Central,Kansas City,Office Supplies,Sticky Notes,Sticky Notes - Model I464,3,18.53,0.1,50.03,14.64,22.25,First Class
ORD-22213,2022-04-28,CUST-00231,Sarah Smith,Home Office,West,Portland,Technology,USB Hubs,USB Hubs - Model J631,10,65.0,0.3,455.0,81.97,57.94,Second Class
ORD-22214,2024-03-25,CUST-01539,Steven Brown,Consumer,North,Minneapolis,Technology,Headphones,Headphones - Model M999,9,262.94,0.1,2129.81,437.24,30.88,Second Class
ORD-22215,2023-10-05,CUST-01952,Ashley Wilson,Consumer,South,Nashville,Technology,Hard Drives,Hard Drives - Model Q418,5,54.25,0.0,271.25,57.39,28.02,Same Day
ORD-22216,2024-07-14,CUST-01841,Ashley Garcia,Consumer,East,Baltimore,Furniture,Wardrobes,Wardrobes - Model C233,5,938.05,0.0,4690.25,410.46,30.99,Standard Class
ORD-22217,2022-02-13,CUST-00467,Michael Hernandez,Corporate,Central,Indianapolis,Technology,Printers,Printers - Model I466,3,266.46,0.3,559.57,46.92,5.13,First Class
ORD-22218,2024-06-01,CUST-01051,Thomas Miller,Consumer,South,Dallas,Technology,Smartphones,Smartphones - Model F657,5,1199.16,0.1,5396.22,1542.03,24.08,Standard Class
ORD-22219,2022-12-23,CUST-00639,Robert Moore,Consumer,East,Washington DC,Office Supplies,Binders,Binders - Model D414,2,29.61,0.0,59.22,17.47,24.73,Same Day
ORD-22220,2024-11-30,CUST-00064,Jessica Rodriguez,Consumer,East,Washington DC,Technology,Headphones,Headphones - Model Z440,9,65.78,0.1,532.82,84.13,45.66,First Class
ORD-22221,2023-04-11,CUST-01453,James White,Consumer,North,Milwaukee,Office Supplies,Staplers,Staplers - Model H488,6,28.95,0.2,138.96,15.48,25.7,First Class
ORD-22222,2024-06-30,CUST-01740,Patricia Anderson,Consumer,North,Milwaukee,Technology,Printers,Printers - Model V379,5,326.04,0.0,1630.2,233.92,53.01,First Class
ORD-22223,2024-03-09,CUST-00693,Karen Harris,Consumer,Central,Oklahoma City,Office Supplies,Sticky Notes,Sticky Notes - Model C194,7,14.47,0.0,101.29,15.51,59.57,Same Day
ORD-22224,2024-05-21,CUST-00282,Susan Jones,Consumer,Central,Columbus,Technology,Printers,Printers - Model I803,4,487.72,0.2,1560.7,368.26,29.88,Second Class
ORD-22225,2023-07-23,CUST-00203,Barbara Gonzalez,Home Office,West,Seattle,Office Supplies,Scissors,Scissors - Model L773,4,23.59,0.2,75.49,24.85,16.21,Standard Class
ORD-22226,2024-11-19,CUST-00666,William Gonzalez,Corporate,East,Baltimore,Office Supplies,Scissors,Scissors - Model T687,10,5.54,0.1,49.86,9.5,47.51,Standard Class
ORD-22227,2022-11-14,CUST-01399,Richard Smith,Consumer,North,Cleveland,Furniture,Office Chairs,Office Chairs - Model I976,2,480.52,0.1,864.94,38.19,42.51,Standard Class
ORD-22228,2022-10-08,CUST-00564,Nancy Rodriguez,Consumer,West,Los Angeles,Office Supplies,Staplers,Staplers - Model W530,4,38.1,0.3,106.68,30.35,4.93,Second Class
ORD-22229,2023-06-26,CUST-00998,Barbara Johnson,Corporate,Central,St. Louis,Office Supplies,Sticky Notes,Sticky Notes - Model Z285,10,15.11,0.2,120.88,43.12,10.07,First Class
ORD-22230,2023-06-09,CUST-00584,Mark Thompson,Consumer,North,Milwaukee,Office Supplies,Desk Organizers,Desk Organizers - Model X869,6,42.8,0.2,205.44,20.21,7.82,Same Day
ORD-22231,2022-12-27,CUST-01425,Richard Brown,Consumer,South,Nashville,Office Supplies,Sticky Notes,Sticky Notes - Model A214,3,17.36,0.3,36.46,4.37,31.53,Same Day
ORD-22232,2023-10-31,CUST-01906,Anthony Jackson,Corporate,West,Seattle,Office Supplies,Pens & Pencils,Pens & Pencils - Model V901,8,16.91,0.1,121.75,23.72,29.27,First Class
ORD-22233,2022-03-23,CUST-01539,Steven Brown,Consumer,North,Minneapolis,Furniture,Bookshelves,Bookshelves - Model F532,2,154.96,0.3,216.94,10.64,34.4,First Class
ORD-22234,2024-12-30,CUST-01500,Nancy Gonzalez,Home Office,North,Detroit,Office Supplies,Folders,Folders - Model O669,2,19.59,0.0,39.18,6.6,28.36,Standard Class
ORD-22235,2024-12-05,CUST-01399,Richard Smith,Consumer,North,Cleveland,Office Supplies,Folders,Folders - Model X345,6,13.52,0.4,48.67,4.47,7.27,Standard Class
ORD-22236,2023-04-28,CUST-00555,Matthew Johnson,Corporate,North,Chicago,Office Supplies,Staplers,Staplers - Model U968,2,37.97,0.1,68.35,10.99,43.22,Second Class
ORD-22237,2023-10-11,CUST-01462,Anthony Lopez,Home Office,North,Milwaukee,Furniture,Bookshelves,Bookshelves - Model V647,9,331.9,0.1,2688.39,333.27,30.55,Same Day
ORD-22238,2023-06-23,CUST-00736,Daniel Harris,Home Office,South,Atlanta,Furniture,Bed Frames,Bed Frames - Model E524,9,522.96,0.0,4706.64,851.15,5.75,First Class
ORD-22239,2023-09-13,CUST-00561,Robert Williams,Consumer,South,Atlanta,Office Supplies,Scissors,Scissors - Model R233,8,28.76,0.0,230.08,101.18,22.47,Standard Class
ORD-22240,2023-03-27,CUST-01075,Mary Wilson,Corporate,East,New York,Furniture,Office Chairs,Office Chairs - Model A599,9,572.6,0.2,4122.72,-513.1,44.13,Standard Class
ORD-22241,2023-08-04,CUST-00854,Barbara Miller,Corporate,West,Los Angeles,Technology,Smartphones,Smartphones - Model C205,7,660.84,0.2,3700.7,227.46,43.62,Second Class
ORD-22242,2024-04-02,CUST-01553,Ashley Brown,Corporate,East,Washington DC,Office Supplies,Scissors,Scissors - Model P317,5,14.08,0.0,70.4,28.58,20.21,First Class
ORD-22243,2023-01-23,CUST-00379,Sarah Lee,Consumer,West,Los Angeles,Technology,Printers,Printers - Model X607,8,599.99,0.2,3839.94,610.79,50.81,Same Day
ORD-22244,2023-11-01,CUST-00116,Lisa Hernandez,Consumer,East,Baltimore,Furniture,Standing Desks,Standing Desks - Model F188,6,1059.03,0.1,5718.76,-226.44,56.09,Standard Class
ORD-22245,2024-05-18,CUST-01985,Joseph Taylor,Home Office,West,Portland,Technology,Tablets,Tablets - Model N845,10,524.94,0.0,5249.4,1452.2,40.95,Standard Class
ORD-22246,2024-08-05,CUST-01109,Sarah White,Corporate,West,Portland,Furniture,Coffee Tables,Coffee Tables - Model L570,4,555.28,0.1,1999.01,380.07,39.86,Standard Class
ORD-22247,2023-10-14,CUST-00630,David Hernandez,Corporate,East,Boston,Furniture,Bookshelves,Bookshelves - Model P109,1,392.03,0.0,392.03,6.32,59.6,Standard Class
ORD-22248,2022-07-15,CUST-00096,Karen Thompson,Corporate,East,Washington DC,Technology,Printers,Printers - Model N869,1,360.09,0.2,288.07,78.96,43.19,Second Class
ORD-22249,2023-05-06,CUST-00075,Sarah Johnson,Corporate,West,Los Angeles,Furniture,Office Chairs,Office Chairs - Model E788,9,499.45,0.1,4045.55,-18.06,18.47,Same Day
ORD-22250,2023-09-16,CUST-01480,Karen Garcia,Consumer,South,Atlanta,Furniture,Bed Frames,Bed Frames - Model Z393,3,712.4,0.3,1496.04,-117.19,51.59,First Class
ORD-22251,2022-05-26,CUST-00697,Lisa Smith,Home Office,North,Milwaukee,Furniture,Coffee Tables,Coffee Tables - Model C891,7,320.82,,1347.44,-150.5,41.59,Second Class
ORD-22252,2022-08-17,CUST-00211,Ashley Johnson,Home Office,South,Dallas,Furniture,Sofas,Sofas - Model B298,10,1197.46,0.2,9579.68,-1425.24,55.41,First Class
ORD-22253,2022-10-11,CUST-01567,Patricia Williams,Home Office,North,Milwaukee,Technology,Tablets,Tablets - Model H159,7,248.81,0.1,1567.5,246.26,59.53,Second Class
ORD-22254,2024-09-05,CUST-01731,Jennifer Thompson,Consumer,East,Washington DC,Office Supplies,Desk Organizers,Desk Organizers - Model O328,5,58.11,0.1,261.5,41.88,55.81,Second Class
ORD-22255,2023-03-01,CUST-01253,Matthew Johnson,Consumer,North,Detroit,Office Supplies,Notebooks,Notebooks - Model M332,8,29.98,0.2,191.87,61.68,5.24,First Class
ORD-22256,2023-02-03,CUST-00887,Ashley Harris,Consumer,North,Chicago,Office Supplies,Sticky Notes,Sticky Notes - Model L225,3,5.49,0.1,14.82,3.89,45.44,Second Class
ORD-22257,2023-08-11,CUST-01451,John Wilson,Corporate,Central,Oklahoma City,Office Supplies,Binders,Binders - Model G509,10,21.88,0.0,218.8,37.56,48.52,Same Day
ORD-22258,2024-08-20,CUST-01907,Jennifer Jones,Corporate,East,New York,Technology,Monitors,Monitors - Model E645,7,238.4,0.1,1501.92,149.4,17.7,First Class
ORD-22259,2022-04-23,CUST-00820,Patricia Martin,Home Office,South,Miami,Technology,Hard Drives,Hard Drives - Model K868,3,107.72,0.0,323.16,77.28,13.07,Second Class
ORD-22260,2023-11-04,CUST-00073,Susan Thompson,Home Office,East,Boston,Technology,Monitors,Monitors - Model E770,1,616.35,0.0,616.35,156.45,36.29,Second Class
ORD-22261,2023-12-09,CUST-01917,Sarah Miller,Consumer,East,Baltimore,Technology,Monitors,Monitors - Model Y301,1,632.99,0.1,569.69,53.1,16.29,Standard Class
ORD-22262,2023-11-21,CUST-01284,Linda Lopez,Consumer,South,Houston,Office Supplies,Tape & Glue,Tape & Glue - Model C230,5,7.63,0.1,34.34,8.23,46.66,First Class
ORD-22263,2024-10-21,CUST-00998,Barbara Johnson,Corporate,Central,St. Louis,Office Supplies,Notebooks,Notebooks - Model W757,4,11.73,0.3,32.84,1.16,32.85,First Class
ORD-22264,2022-09-25,CUST-01916,Richard Thompson,Corporate,East,Boston,Office Supplies,Pens & Pencils,Pens & Pencils - Model U742,7,12.98,0.3,63.6,12.03,53.94,Same Day
ORD-22265,2022-05-10,CUST-00757,Patricia Gonzalez,Home Office,North,Milwaukee,Office Supplies,Sticky Notes,Sticky Notes - Model R910,3,8.22,0.0,24.66,6.87,40.94,Second Class
ORD-22266,2023-04-15,CUST-01272,Lisa Gonzalez,Home Office,East,Baltimore,Office Supplies,Paper Reams,Paper Reams - Model O302,1,26.27,0.1,23.64,4.07,11.29,Same Day
ORD-22267,2023-08-17,CUST-01085,William Harris,Home Office,North,Detroit,Furniture,Filing Cabinets,Filing Cabinets - Model H717,3,136.29,0.1,367.98,45.07,35.61,Same Day
ORD-22268,2023-07-20,CUST-01865,Michael Hernandez,Corporate,West,Los Angeles,Office Supplies,Scissors,Scissors - Model L123,9,27.84,0.1,225.5,76.04,7.58,Second Class
ORD-22269,2022-02-06,CUST-00194,Sandra Wilson,Consumer,North,Chicago,Office Supplies,Tape & Glue,Tape & Glue - Model Y182,10,11.23,0.3,78.61,26.52,48.48,Standard Class
ORD-22270,2023-03-05,CUST-00680,Robert Rodriguez,Home Office,East,Baltimore,Technology,Headphones,Headphones - Model M761,9,234.88,0.3,1479.74,198.47,46.74,Same Day
ORD-22271,2022-04-08,CUST-00610,Daniel Brown,Corporate,South,Dallas,Furniture,Wardrobes,Wardrobes - Model L841,5,671.03,0.3,2348.6,-267.0,34.89,Standard Class
ORD-22272,2024-06-29,CUST-01497,Richard Smith,Home Office,East,New York,Technology,Monitors,Monitors - Model F256,3,493.03,0.1,1331.18,102.4,29.77,Standard Class
ORD-22273,2023-01-11,CUST-00722,Anthony Thompson,Consumer,North,Milwaukee,Office Supplies,Desk Organizers,Desk Organizers - Model N333,8,30.73,0.2,196.67,24.01,41.57,First Class
ORD-22274,2024-10-20,CUST-00690,John Gonzalez,Corporate,South,Houston,Office Supplies,Staplers,Staplers - Model N470,9,10.36,0.2,74.59,12.09,45.41,Same Day
ORD-22275,2022-12-25,CUST-01357,Ashley Garcia,Consumer,South,Nashville,Office Supplies,Sticky Notes,Sticky Notes - Model B253,8,6.37,0.0,50.96,16.8,15.38,Standard Class
ORD-22276,2024-03-01,CUST-01357,Ashley Garcia,Consumer,South,Nashville,Technology,Printers,Printers - Model F459,7,570.01,0.3,2793.05,2.41,45.35,Same Day
ORD-22277,2023-07-22,CUST-01628,Linda Moore,Corporate,East,Philadelphia,Furniture,Filing Cabinets,Filing Cabinets - Model Q562,3,268.75,0.1,725.62,167.96,14.66,First Class
ORD-22278,2024-10-19,CUST-00438,Mary Lopez,Home Office,West,San Francisco,Office Supplies,Pens & Pencils,Pens & Pencils - Model B717,7,11.8,0.0,82.6,35.43,36.07,Standard Class
ORD-22279,2024-12-10,CUST-01124,Linda Davis,Corporate,South,Miami,Office Supplies,Desk Organizers,Desk Organizers - Model E523,1,40.76,0.3,28.53,2.08,51.95,First Class
ORD-22280,2022-10-10,CUST-01893,David Taylor,Corporate,East,Baltimore,Furniture,Filing Cabinets,Filing Cabinets - Model I193,9,252.7,0.2,1819.44,118.11,38.92,Same Day
ORD-22281,2022-11-14,CUST-01629,James Gonzalez,Corporate,West,San Francisco,Technology,USB Hubs,USB Hubs - Model J889,10,58.61,0.1,527.49,99.49,55.35,First Class
ORD-22282,2024-04-21,CUST-01945,Sandra Anderson,Consumer,West,Portland,Office Supplies,Pens & Pencils,Pens & Pencils - Model N545,6,2.33,0.4,8.39,1.97,43.8,First Class
ORD-22283,2022-04-09,CUST-01873,Steven Martinez,Corporate,South,Nashville,Furniture,Filing Cabinets,Filing Cabinets - Model X889,4,259.71,0.4,623.3,11.74,53.28,First Class
ORD-22284,2024-03-05,CUST-01027,Thomas Davis,Consumer,North,Minneapolis,Office Supplies,Notebooks,Notebooks - Model R295,7,21.48,0.3,105.25,12.7,59.28,Same Day
ORD-22285,2024-08-18,CUST-01637,Richard Lee,Corporate,West,San Francisco,Furniture,Bed Frames,Bed Frames - Model I463,10,437.65,0.1,3938.85,952.54,18.59,Standard Class
ORD-22286,2024-04-20,CUST-01679,Betty Lopez,Consumer,North,Cleveland,Furniture,Coffee Tables,Coffee Tables - Model B253,9,409.48,0.0,3685.32,325.32,45.57,Second Class
ORD-22287,2023-11-02,CUST-01048,Robert Moore,Corporate,East,Philadelphia,Office Supplies,Folders,Folders - Model U269,7,29.86,0.2,167.22,31.38,37.67,First Class
ORD-22288,2022-06-30,CUST-00456,Thomas Harris,Consumer,West,Denver,Furniture,Filing Cabinets,Filing Cabinets - Model D291,9,163.91,0.3,1032.63,8.47,13.08,Standard Class
ORD-22289,2023-12-22,CUST-00729,Matthew Thomas,Corporate,West,Portland,Furniture,Office Chairs,Office Chairs - Model B314,9,675.78,0.4,3649.21,-831.2,32.7,First Class
ORD-22290,2023-12-28,CUST-00636,Betty Taylor,Home Office,North,Minneapolis,Furniture,Sofas,Sofas - Model P512,1,1010.82,0.2,808.66,44.95,6.34,First Class
ORD-22291,2024-11-15,CUST-00566,Mark Brown,Consumer,Central,Kansas City,Furniture,Wardrobes,Wardrobes - Model N183,10,934.66,0.0,9346.6,1682.16,53.24,Second Class
ORD-22292,2024-10-06,CUST-00238,Sarah Garcia,Corporate,East,Boston,Furniture,Office Chairs,Office Chairs - Model R907,4,789.51,0.3,2210.63,98.51,58.8,Same Day
ORD-22293,2022-06-23,CUST-01030,Ashley Anderson,Consumer,South,Houston,Office Supplies,Pens & Pencils,Pens & Pencils - Model K633,1,16.68,0.0,16.68,7.1,20.25,Second Class
ORD-22294,2024-10-07,CUST-00444,Mark Jones,Home Office,East,Washington DC,Furniture,Bookshelves,Bookshelves - Model Q421,7,350.43,0.3,1717.11,-342.66,49.45,First Class
ORD-22295,2022-09-24,CUST-00001,Mary Harris,Consumer,North,Minneapolis,Technology,Tablets,Tablets - Model A170,8,668.9,0.1,4816.08,1361.71,3.66,Second Class
ORD-22296,2023-08-28,CUST-00603,Margaret Gonzalez,Home Office,West,Los Angeles,Furniture,Bed Frames,Bed Frames - Model M865,9,211.54,0.0,1903.86,512.0,34.86,Standard Class
ORD-22297,2023-07-20,CUST-00605,Elizabeth Lopez,Consumer,North,Minneapolis,Office Supplies,Folders,Folders - Model X482,2,28.12,0.0,56.24,26.41,38.65,Standard Class
ORD-22298,2022-10-29,CUST-00730,Daniel Gonzalez,Consumer,East,Boston,Furniture,Standing Desks,Standing Desks - Model R548,10,990.7,0.1,8916.3,1708.9,35.85,Standard Class
ORD-22299,2022-06-17,CUST-00887,Ashley Harris,Consumer,North,Chicago,Office Supplies,Scissors,Scissors - Model E711,1,6.92,0.0,6.92,2.59,37.79,Second Class
ORD-22300,2024-04-23,CUST-00334,William Jones,Corporate,South,Houston,Office Supplies,Sticky Notes,Sticky Notes - Model H312,2,3.29,0.2,5.26,0.42,57.88,Second Class
ORD-22301,2023-12-03,CUST-01562,Sarah White,Home Office,West,Portland,Technology,Keyboards,Keyboards - Model Y927,3,123.77,0.0,371.31,34.71,52.68,First Class
ORD-22302,2024-10-02,CUST-01364,Anthony Thomas,Consumer,West,San Francisco,Technology,Monitors,Monitors - Model L494,2,460.7,0.3,644.98,57.23,32.76,Second Class
ORD-22303,2022-11-23,CUST-00920,James Harris,Consumer,North,Minneapolis,Furniture,Office Chairs,Office Chairs - Model F524,2,372.06,0.0,744.12,142.63,54.09,Second Class
ORD-22304,2023-12-24,CUST-00068,Nancy Martinez,Corporate,South,Dallas,Office Supplies,Binders,Binders - Model P789,7,37.09,0.2,207.7,78.95,27.47,Standard Class
ORD-22305,2022-05-06,CUST-00226,David Williams,Corporate,Central,Columbus,Technology,Hard Drives,Hard Drives - Model E984,2,157.91,0.0,315.82,116.14,41.03,Second Class
ORD-22306,2022-07-28,CUST-01392,Linda Jackson,Corporate,West,Portland,Office Supplies,Folders,Folders - Model X620,4,32.78,0.0,131.12,28.03,23.36,Same Day
ORD-22307,2023-04-19,CUST-01476,Mary Martinez,Consumer,West,Seattle,Technology,Laptops,Laptops - Model V449,3,1472.54,0.0,4417.62,516.01,19.22,Same Day
ORD-22308,2024-11-18,CUST-01348,Lisa Wilson,Corporate,West,San Francisco,Office Supplies,Tape & Glue,Tape & Glue - Model U210,2,18.42,0.0,36.84,16.89,43.12,Same Day
ORD-22309,2024-05-28,CUST-01122,Linda Rodriguez,Home Office,North,Milwaukee,Technology,Keyboards,Keyboards - Model B962,6,84.68,0.1,457.27,26.75,11.04,Second Class
ORD-22310,2024-11-26,CUST-00865,Michael Garcia,Corporate,North,Chicago,Technology,Hard Drives,Hard Drives - Model Y113,5,80.61,0.0,403.05,153.67,53.73,First Class
ORD-22311,2024-03-09,CUST-01531,William Smith,Corporate,North,Milwaukee,Furniture,Office Chairs,Office Chairs - Model Z893,2,713.51,0.4,856.21,57.76,17.63,Second Class
ORD-22312,2024-12-09,CUST-00871,Mark Lee,Consumer,West,Seattle,Office Supplies,Sticky Notes,Sticky Notes - Model S796,10,7.48,0.2,59.84,3.62,26.02,First Class
ORD-22313,2023-05-27,CUST-01861,Karen Martin,Consumer,North,Milwaukee,Office Supplies,Notebooks,Notebooks - Model T670,3,15.35,0.3,32.23,2.96,25.71,Second Class
ORD-22314,2023-09-22,CUST-01267,Sandra Lee,Home Office,North,Chicago,Office Supplies,Tape & Glue,Tape & Glue - Model I180,6,23.12,0.0,138.72,44.46,11.07,First Class
ORD-22315,2023-02-05,CUST-01363,Steven Harris,Consumer,East,Baltimore,Office Supplies,Notebooks,Notebooks - Model O541,6,12.26,0.4,44.14,12.16,59.82,Second Class
ORD-22316,2024-11-11,CUST-01737,Linda Moore,Corporate,South,Dallas,Technology,Hard Drives,Hard Drives - Model Z453,7,121.91,0.3,597.36,73.8,53.05,Second Class
ORD-22317,2024-03-02,CUST-00197,Charles Anderson,Consumer,South,Miami,Furniture,Sofas,Sofas - Model V829,9,1192.59,0.3,7513.32,-1178.0,59.39,Same Day
ORD-22318,2024-05-29,CUST-01063,Elizabeth Thomas,Consumer,East,Washington DC,Furniture,Office Chairs,Office Chairs - Model M186,7,194.33,0.1,1224.28,138.42,28.42,Standard Class
ORD-22319,2024-10-25,CUST-00800,Patricia Taylor,Consumer,East,Philadelphia,Furniture,Bookshelves,Bookshelves - Model J711,9,325.99,0.3,2053.74,-97.79,46.78,Second Class
ORD-22320,2023-12-09,CUST-01655,Daniel White,Home Office,South,Miami,Furniture,Wardrobes,Wardrobes - Model P863,1,683.12,0.0,683.12,60.48,24.57,Same Day
ORD-22321,2022-11-27,CUST-01401,Ashley Moore,Consumer,East,Washington DC,Furniture,Office Chairs,Office Chairs - Model W251,6,210.7,0.4,758.52,63.07,14.76,First Class
ORD-22322,2024-10-05,CUST-00561,Robert Williams,Consumer,South,Atlanta,Technology,Monitors,Monitors - Model K863,6,371.13,0.3,1558.75,305.46,3.04,First Class
ORD-22323,2022-10-20,CUST-00800,Patricia Taylor,Consumer,East,Philadelphia,Technology,Printers,Printers - Model U468,6,189.88,0.0,1139.28,214.91,11.56,Second Class
ORD-22324,2022-11-11,CUST-00408,Lisa Jackson,Consumer,Central,Kansas City,Technology,Monitors,Monitors - Model K727,9,617.34,0.2,4444.85,439.46,26.58,Second Class
ORD-22325,2024-01-10,CUST-01360,David Miller,Home Office,West,Portland,Technology,Monitors,Monitors - Model S377,2,247.12,0.0,494.24,135.15,53.34,First Class
ORD-22326,2024-07-29,CUST-01525,Sarah Thompson,Consumer,East,Boston,Technology,Smartphones,Smartphones - Model R908,5,1251.4,0.0,6257.0,1063.26,4.77,Same Day
ORD-22327,2022-06-17,CUST-00456,Thomas Harris,Consumer,West,Denver,Furniture,Filing Cabinets,Filing Cabinets - Model W994,8,257.47,0.4,1235.86,-53.01,34.01,First Class
ORD-22328,2023-11-02,CUST-01549,Anthony Wilson,Home Office,East,Philadelphia,Technology,Smartphones,Smartphones - Model T679,7,1413.56,0.1,8905.43,917.15,15.37,Standard Class
ORD-22329,2024-03-17,CUST-00224,Sandra Lee,Corporate,South,Atlanta,Office Supplies,Notebooks,Notebooks - Model N452,10,29.0,0.3,203.0,10.7,20.71,Same Day
ORD-22330,2023-08-17,CUST-01582,Nancy Lopez,Consumer,South,Nashville,Office Supplies,Desk Organizers,Desk Organizers - Model J894,6,67.7,0.2,324.96,73.56,28.74,First Class
ORD-22331,2024-07-28,CUST-00262,Daniel Smith,Corporate,Central,St. Louis,Furniture,Filing Cabinets,Filing Cabinets - Model P943,5,282.5,0.1,1271.25,-40.17,46.16,Second Class
ORD-22332,2024-11-11,CUST-00637,Sandra Thomas,Home Office,East,Boston,Furniture,Bookshelves,Bookshelves - Model O639,6,121.04,0.1,653.62,9.43,6.85,Second Class
ORD-22333,2024-02-18,CUST-00052,James Williams,Consumer,North,Detroit,Furniture,Office Chairs,Office Chairs - Model Q291,5,789.43,0.2,3157.72,-69.68,34.58,Same Day
ORD-22334,2024-10-06,CUST-00015,Nancy Garcia,Corporate,West,San Francisco,Furniture,Bed Frames,Bed Frames - Model R231,7,407.86,0.3,1998.51,240.38,43.39,Same Day
ORD-22335,2024-06-10,CUST-00658,Susan Williams,Consumer,West,Los Angeles,Office Supplies,Tape & Glue,Tape & Glue - Model C800,3,12.83,0.0,38.49,14.2,20.86,Second Class
ORD-22336,2022-10-23,CUST-01867,James Martin,Home Office,North,Chicago,Furniture,Coffee Tables,Coffee Tables - Model M231,2,402.09,0.2,643.34,78.49,43.43,Standard Class
ORD-22337,2024-06-22,CUST-01342,Nancy Brown,Corporate,West,Portland,Technology,Printers,Printers - Model A750,2,520.7,0.1,937.26,265.16,18.01,Standard Class
ORD-22338,2024-01-01,CUST-01650,Anthony Jones,Consumer,West,Denver,Furniture,Standing Desks,Standing Desks - Model T491,5,632.84,0.2,2531.36,-253.6,47.94,First Class
ORD-22339,2023-10-12,CUST-01450,Mark Johnson,Corporate,North,Chicago,Furniture,Sofas,Sofas - Model P199,4,833.95,0.1,3002.22,-227.58,48.35,Standard Class
ORD-22340,2022-05-22,CUST-01744,Ashley Harris,Consumer,West,Los Angeles,Furniture,Filing Cabinets,Filing Cabinets - Model F737,4,125.85,0.2,402.72,50.31,56.17,Same Day
ORD-22341,2022-12-27,CUST-01261,Susan Martin,Consumer,South,Houston,Furniture,Office Chairs,Office Chairs - Model J408,1,164.56,0.1,148.1,26.23,20.25,Same Day
ORD-22342,2023-11-12,CUST-01514,Mark Garcia,Home Office,East,Washington DC,Office Supplies,Tape & Glue,Tape & Glue - Model Q618,9,18.42,0.3,116.05,25.46,44.82,Standard Class
ORD-22343,2022-03-27,CUST-01910,Mark Lopez,Corporate,West,Denver,Furniture,Wardrobes,Wardrobes - Model P721,3,253.69,0.0,761.07,59.53,36.67,First Class
ORD-22344,2024-08-07,CUST-00935,Donald Davis,Home Office,East,Baltimore,Furniture,Filing Cabinets,Filing Cabinets - Model G319,8,209.34,0.2,1339.78,72.59,5.57,Standard Class
ORD-22345,2023-06-06,CUST-00343,Thomas Johnson,Corporate,South,Miami,Technology,Monitors,Monitors - Model O114,6,716.11,0.2,3437.33,543.65,55.97,First Class
ORD-22346,2023-06-15,CUST-00424,Patricia Johnson,Corporate,East,Boston,Office Supplies,Pens & Pencils,Pens & Pencils - Model J570,9,24.55,0.1,198.86,75.4,34.67,Same Day
ORD-22347,2024-07-24,CUST-01759,Donald White,Home Office,Central,Indianapolis,Furniture,Sofas,Sofas - Model Y461,1,410.2,0.1,369.18,15.11,26.43,Same Day
ORD-22348,2023-08-01,CUST-00008,Barbara Miller,Consumer,East,Boston,Office Supplies,Scissors,Scissors - Model E223,3,14.44,0.0,43.32,19.46,34.33,Second Class
ORD-22349,2024-03-26,CUST-01408,Patricia Martinez,Corporate,South,Houston,Office Supplies,Tape & Glue,Tape & Glue - Model R268,10,5.8,0.1,52.2,20.91,31.7,Same Day
ORD-22350,2022-04-18,CUST-01619,Daniel Hernandez,Home Office,North,Cleveland,Furniture,Bed Frames,Bed Frames - Model A406,5,236.88,0.1,1065.96,116.77,14.26,First Class
ORD-22351,2023-10-21,CUST-01201,Joseph Gonzalez,Home Office,West,Portland,Furniture,Bookshelves,Bookshelves - Model B379,1,291.92,0.3,204.34,-12.2,58.1,First Class
